DateInt,DayInWeek,DayOfMonth,DayOfWeekName,FY,MonthInCalendar,MonthName,MonthnYear,MonthOfYear,QuarterInCalendar,QuarternYear,QuarterOfYear,Year,Quarter,Month,Day,ShortYear,Week Number,Year,Quarter,Month,Day,Year
20121127,1,27,Tuesday,FY13,Nov 2012,November,20121100,11,Q4 2012,20120400,4,2012,Qtr 4,November,27,12,49,2012,Qtr 4,December,2,2012
20121002,1,2,Tuesday,FY13,Oct 2012,October,20121000,10,Q4 2012,20120400,4,2012,Qtr 4,October,2,12,41,2012,Qtr 4,October,7,2012
20121009,1,9,Tuesday,FY13,Oct 2012,October,20121000,10,Q4 2012,20120400,4,2012,Qtr 4,October,9,12,42,2012,Qtr 4,October,14,2012
20121016,1,16,Tuesday,FY13,Oct 2012,October,20121000,10,Q4 2012,20120400,4,2012,Qtr 4,October,16,12,43,2012,Qtr 4,October,21,2012
20121023,1,23,Tuesday,FY13,Oct 2012,October,20121000,10,Q4 2012,20120400,4,2012,Qtr 4,October,23,12,44,2012,Qtr 4,October,28,2012
20121030,1,30,Tuesday,FY13,Oct 2012,October,20121000,10,Q4 2012,20120400,4,2012,Qtr 4,October,30,12,45,2012,Qtr 4,November,4,2012
20120904,1,4,Tuesday,FY13,Sep 2012,September,20120900,9,Q3 2012,20120300,3,2012,Qtr 3,September,4,12,37,2012,Qtr 3,September,9,2012
20120911,1,11,Tuesday,FY13,Sep 2012,September,20120900,9,Q3 2012,20120300,3,2012,Qtr 3,September,11,12,38,2012,Qtr 3,September,16,2012
20120918,1,18,Tuesday,FY13,Sep 2012,September,20120900,9,Q3 2012,20120300,3,2012,Qtr 3,September,18,12,39,2012,Qtr 3,September,23,2012
20120925,1,25,Tuesday,FY13,Sep 2012,September,20120900,9,Q3 2012,20120300,3,2012,Qtr 3,September,25,12,40,2012,Qtr 3,September,30,2012
20130402,1,2,Tuesday,FY14,Apr 2013,April,20130400,4,Q2 2013,20130200,2,2013,Qtr 2,April,2,13,14,2013,Qtr 2,April,7,2013
20130409,1,9,Tuesday,FY14,Apr 2013,April,20130400,4,Q2 2013,20130200,2,2013,Qtr 2,April,9,13,15,2013,Qtr 2,April,14,2013
20130416,1,16,Tuesday,FY14,Apr 2013,April,20130400,4,Q2 2013,20130200,2,2013,Qtr 2,April,16,13,16,2013,Qtr 2,April,21,2013
20130423,1,23,Tuesday,FY14,Apr 2013,April,20130400,4,Q2 2013,20130200,2,2013,Qtr 2,April,23,13,17,2013,Qtr 2,April,28,2013
20130430,1,30,Tuesday,FY14,Apr 2013,April,20130400,4,Q2 2013,20130200,2,2013,Qtr 2,April,30,13,18,2013,Qtr 2,May,5,2013
20130806,1,6,Tuesday,FY14,Aug 2013,August,20130800,8,Q3 2013,20130300,3,2013,Qtr 3,August,6,13,32,2013,Qtr 3,August,11,2013
20130813,1,13,Tuesday,FY14,Aug 2013,August,20130800,8,Q3 2013,20130300,3,2013,Qtr 3,August,13,13,33,2013,Qtr 3,August,18,2013
20130820,1,20,Tuesday,FY14,Aug 2013,August,20130800,8,Q3 2013,20130300,3,2013,Qtr 3,August,20,13,34,2013,Qtr 3,August,25,2013
20130827,1,27,Tuesday,FY14,Aug 2013,August,20130800,8,Q3 2013,20130300,3,2013,Qtr 3,August,27,13,35,2013,Qtr 3,September,1,2013
20131203,1,3,Tuesday,FY14,Dec 2013,December,20131200,12,Q4 2013,20130400,4,2013,Qtr 4,December,3,13,49,2013,Qtr 4,December,8,2013
20131210,1,10,Tuesday,FY14,Dec 2013,December,20131200,12,Q4 2013,20130400,4,2013,Qtr 4,December,10,13,50,2013,Qtr 4,December,15,2013
20131217,1,17,Tuesday,FY14,Dec 2013,December,20131200,12,Q4 2013,20130400,4,2013,Qtr 4,December,17,13,51,2013,Qtr 4,December,22,2013
20131224,1,24,Tuesday,FY14,Dec 2013,December,20131200,12,Q4 2013,20130400,4,2013,Qtr 4,December,24,13,52,2013,Qtr 4,December,29,2013
20131231,1,31,Tuesday,FY14,Dec 2013,December,20131200,12,Q4 2013,20130400,4,2013,Qtr 4,December,31,13,53,2014,Qtr 1,January,5,2013
20140204,1,4,Tuesday,FY14,Feb 2014,February,20140200,2,Q1 2014,20140100,1,2014,Qtr 1,February,4,14,6,2014,Qtr 1,February,9,2014
20140211,1,11,Tuesday,FY14,Feb 2014,February,20140200,2,Q1 2014,20140100,1,2014,Qtr 1,February,11,14,7,2014,Qtr 1,February,16,2014
20140218,1,18,Tuesday,FY14,Feb 2014,February,20140200,2,Q1 2014,20140100,1,2014,Qtr 1,February,18,14,8,2014,Qtr 1,February,23,2014
20140225,1,25,Tuesday,FY14,Feb 2014,February,20140200,2,Q1 2014,20140100,1,2014,Qtr 1,February,25,14,9,2014,Qtr 1,March,2,2014
20140107,1,7,Tuesday,FY14,Jan 2014,January,20140100,1,Q1 2014,20140100,1,2014,Qtr 1,January,7,14,2,2014,Qtr 1,January,12,2014
20140114,1,14,Tuesday,FY14,Jan 2014,January,20140100,1,Q1 2014,20140100,1,2014,Qtr 1,January,14,14,3,2014,Qtr 1,January,19,2014
20140121,1,21,Tuesday,FY14,Jan 2014,January,20140100,1,Q1 2014,20140100,1,2014,Qtr 1,January,21,14,4,2014,Qtr 1,January,26,2014
20140128,1,28,Tuesday,FY14,Jan 2014,January,20140100,1,Q1 2014,20140100,1,2014,Qtr 1,January,28,14,5,2014,Qtr 1,February,2,2014
20130702,1,2,Tuesday,FY14,Jul 2013,July,20130700,7,Q3 2013,20130300,3,2013,Qtr 3,July,2,13,27,2013,Qtr 3,July,7,2013
20130709,1,9,Tuesday,FY14,Jul 2013,July,20130700,7,Q3 2013,20130300,3,2013,Qtr 3,July,9,13,28,2013,Qtr 3,July,14,2013
20130716,1,16,Tuesday,FY14,Jul 2013,July,20130700,7,Q3 2013,20130300,3,2013,Qtr 3,July,16,13,29,2013,Qtr 3,July,21,2013
20130723,1,23,Tuesday,FY14,Jul 2013,July,20130700,7,Q3 2013,20130300,3,2013,Qtr 3,July,23,13,30,2013,Qtr 3,July,28,2013
20130730,1,30,Tuesday,FY14,Jul 2013,July,20130700,7,Q3 2013,20130300,3,2013,Qtr 3,July,30,13,31,2013,Qtr 3,August,4,2013
20130604,1,4,Tuesday,FY14,Jun 2013,June,20130600,6,Q2 2013,20130200,2,2013,Qtr 2,June,4,13,23,2013,Qtr 2,June,9,2013
20130611,1,11,Tuesday,FY14,Jun 2013,June,20130600,6,Q2 2013,20130200,2,2013,Qtr 2,June,11,13,24,2013,Qtr 2,June,16,2013
20130618,1,18,Tuesday,FY14,Jun 2013,June,20130600,6,Q2 2013,20130200,2,2013,Qtr 2,June,18,13,25,2013,Qtr 2,June,23,2013
20130625,1,25,Tuesday,FY14,Jun 2013,June,20130600,6,Q2 2013,20130200,2,2013,Qtr 2,June,25,13,26,2013,Qtr 2,June,30,2013
20140304,1,4,Tuesday,FY14,Mar 2014,March,20140300,3,Q1 2014,20140100,1,2014,Qtr 1,March,4,14,10,2014,Qtr 1,March,9,2014
20140311,1,11,Tuesday,FY14,Mar 2014,March,20140300,3,Q1 2014,20140100,1,2014,Qtr 1,March,11,14,11,2014,Qtr 1,March,16,2014
20140318,1,18,Tuesday,FY14,Mar 2014,March,20140300,3,Q1 2014,20140100,1,2014,Qtr 1,March,18,14,12,2014,Qtr 1,March,23,2014
20140325,1,25,Tuesday,FY14,Mar 2014,March,20140300,3,Q1 2014,20140100,1,2014,Qtr 1,March,25,14,13,2014,Qtr 1,March,30,2014
20130507,1,7,Tuesday,FY14,May 2013,May,20130500,5,Q2 2013,20130200,2,2013,Qtr 2,May,7,13,19,2013,Qtr 2,May,12,2013
20130514,1,14,Tuesday,FY14,May 2013,May,20130500,5,Q2 2013,20130200,2,2013,Qtr 2,May,14,13,20,2013,Qtr 2,May,19,2013
20130521,1,21,Tuesday,FY14,May 2013,May,20130500,5,Q2 2013,20130200,2,2013,Qtr 2,May,21,13,21,2013,Qtr 2,May,26,2013
20130528,1,28,Tuesday,FY14,May 2013,May,20130500,5,Q2 2013,20130200,2,2013,Qtr 2,May,28,13,22,2013,Qtr 2,June,2,2013
20131105,1,5,Tuesday,FY14,Nov 2013,November,20131100,11,Q4 2013,20130400,4,2013,Qtr 4,November,5,13,45,2013,Qtr 4,November,10,2013
20131112,1,12,Tuesday,FY14,Nov 2013,November,20131100,11,Q4 2013,20130400,4,2013,Qtr 4,November,12,13,46,2013,Qtr 4,November,17,2013
20131119,1,19,Tuesday,FY14,Nov 2013,November,20131100,11,Q4 2013,20130400,4,2013,Qtr 4,November,19,13,47,2013,Qtr 4,November,24,2013
20131126,1,26,Tuesday,FY14,Nov 2013,November,20131100,11,Q4 2013,20130400,4,2013,Qtr 4,November,26,13,48,2013,Qtr 4,December,1,2013
20131001,1,1,Tuesday,FY14,Oct 2013,October,20131000,10,Q4 2013,20130400,4,2013,Qtr 4,October,1,13,40,2013,Qtr 4,October,6,2013
20131008,1,8,Tuesday,FY14,Oct 2013,October,20131000,10,Q4 2013,20130400,4,2013,Qtr 4,October,8,13,41,2013,Qtr 4,October,13,2013
20131015,1,15,Tuesday,FY14,Oct 2013,October,20131000,10,Q4 2013,20130400,4,2013,Qtr 4,October,15,13,42,2013,Qtr 4,October,20,2013
20131022,1,22,Tuesday,FY14,Oct 2013,October,20131000,10,Q4 2013,20130400,4,2013,Qtr 4,October,22,13,43,2013,Qtr 4,October,27,2013
20131029,1,29,Tuesday,FY14,Oct 2013,October,20131000,10,Q4 2013,20130400,4,2013,Qtr 4,October,29,13,44,2013,Qtr 4,November,3,2013
20130903,1,3,Tuesday,FY14,Sep 2013,September,20130900,9,Q3 2013,20130300,3,2013,Qtr 3,September,3,13,36,2013,Qtr 3,September,8,2013
20130910,1,10,Tuesday,FY14,Sep 2013,September,20130900,9,Q3 2013,20130300,3,2013,Qtr 3,September,10,13,37,2013,Qtr 3,September,15,2013
20130917,1,17,Tuesday,FY14,Sep 2013,September,20130900,9,Q3 2013,20130300,3,2013,Qtr 3,September,17,13,38,2013,Qtr 3,September,22,2013
20130924,1,24,Tuesday,FY14,Sep 2013,September,20130900,9,Q3 2013,20130300,3,2013,Qtr 3,September,24,13,39,2013,Qtr 3,September,29,2013
20140401,1,1,Tuesday,FY15,Apr 2014,April,20140400,4,Q2 2014,20140200,2,2014,Qtr 2,April,1,14,14,2014,Qtr 2,April,6,2014
20140408,1,8,Tuesday,FY15,Apr 2014,April,20140400,4,Q2 2014,20140200,2,2014,Qtr 2,April,8,14,15,2014,Qtr 2,April,13,2014
20140415,1,15,Tuesday,FY15,Apr 2014,April,20140400,4,Q2 2014,20140200,2,2014,Qtr 2,April,15,14,16,2014,Qtr 2,April,20,2014
20140422,1,22,Tuesday,FY15,Apr 2014,April,20140400,4,Q2 2014,20140200,2,2014,Qtr 2,April,22,14,17,2014,Qtr 2,April,27,2014
20140429,1,29,Tuesday,FY15,Apr 2014,April,20140400,4,Q2 2014,20140200,2,2014,Qtr 2,April,29,14,18,2014,Qtr 2,May,4,2014
20140805,1,5,Tuesday,FY15,Aug 2014,August,20140800,8,Q3 2014,20140300,3,2014,Qtr 3,August,5,14,32,2014,Qtr 3,August,10,2014
20140812,1,12,Tuesday,FY15,Aug 2014,August,20140800,8,Q3 2014,20140300,3,2014,Qtr 3,August,12,14,33,2014,Qtr 3,August,17,2014
20140819,1,19,Tuesday,FY15,Aug 2014,August,20140800,8,Q3 2014,20140300,3,2014,Qtr 3,August,19,14,34,2014,Qtr 3,August,24,2014
20140826,1,26,Tuesday,FY15,Aug 2014,August,20140800,8,Q3 2014,20140300,3,2014,Qtr 3,August,26,14,35,2014,Qtr 3,August,31,2014
20141202,1,2,Tuesday,FY15,Dec 2014,December,20141200,12,Q4 2014,20140400,4,2014,Qtr 4,December,2,14,49,2014,Qtr 4,December,7,2014
20141209,1,9,Tuesday,FY15,Dec 2014,December,20141200,12,Q4 2014,20140400,4,2014,Qtr 4,December,9,14,50,2014,Qtr 4,December,14,2014
20141216,1,16,Tuesday,FY15,Dec 2014,December,20141200,12,Q4 2014,20140400,4,2014,Qtr 4,December,16,14,51,2014,Qtr 4,December,21,2014
20141223,1,23,Tuesday,FY15,Dec 2014,December,20141200,12,Q4 2014,20140400,4,2014,Qtr 4,December,23,14,52,2014,Qtr 4,December,28,2014
20141230,1,30,Tuesday,FY15,Dec 2014,December,20141200,12,Q4 2014,20140400,4,2014,Qtr 4,December,30,14,53,2015,Qtr 1,January,4,2014
20150203,1,3,Tuesday,FY15,Feb 2015,February,20150200,2,Q1 2015,20150100,1,2015,Qtr 1,February,3,15,6,2015,Qtr 1,February,8,2015
20150210,1,10,Tuesday,FY15,Feb 2015,February,20150200,2,Q1 2015,20150100,1,2015,Qtr 1,February,10,15,7,2015,Qtr 1,February,15,2015
20150217,1,17,Tuesday,FY15,Feb 2015,February,20150200,2,Q1 2015,20150100,1,2015,Qtr 1,February,17,15,8,2015,Qtr 1,February,22,2015
20150224,1,24,Tuesday,FY15,Feb 2015,February,20150200,2,Q1 2015,20150100,1,2015,Qtr 1,February,24,15,9,2015,Qtr 1,March,1,2015
20150106,1,6,Tuesday,FY15,Jan 2015,January,20150100,1,Q1 2015,20150100,1,2015,Qtr 1,January,6,15,2,2015,Qtr 1,January,11,2015
20150113,1,13,Tuesday,FY15,Jan 2015,January,20150100,1,Q1 2015,20150100,1,2015,Qtr 1,January,13,15,3,2015,Qtr 1,January,18,2015
20150120,1,20,Tuesday,FY15,Jan 2015,January,20150100,1,Q1 2015,20150100,1,2015,Qtr 1,January,20,15,4,2015,Qtr 1,January,25,2015
20150127,1,27,Tuesday,FY15,Jan 2015,January,20150100,1,Q1 2015,20150100,1,2015,Qtr 1,January,27,15,5,2015,Qtr 1,February,1,2015
20140701,1,1,Tuesday,FY15,Jul 2014,July,20140700,7,Q3 2014,20140300,3,2014,Qtr 3,July,1,14,27,2014,Qtr 3,July,6,2014
20140708,1,8,Tuesday,FY15,Jul 2014,July,20140700,7,Q3 2014,20140300,3,2014,Qtr 3,July,8,14,28,2014,Qtr 3,July,13,2014
20140715,1,15,Tuesday,FY15,Jul 2014,July,20140700,7,Q3 2014,20140300,3,2014,Qtr 3,July,15,14,29,2014,Qtr 3,July,20,2014
20140722,1,22,Tuesday,FY15,Jul 2014,July,20140700,7,Q3 2014,20140300,3,2014,Qtr 3,July,22,14,30,2014,Qtr 3,July,27,2014
20140729,1,29,Tuesday,FY15,Jul 2014,July,20140700,7,Q3 2014,20140300,3,2014,Qtr 3,July,29,14,31,2014,Qtr 3,August,3,2014
20140603,1,3,Tuesday,FY15,Jun 2014,June,20140600,6,Q2 2014,20140200,2,2014,Qtr 2,June,3,14,23,2014,Qtr 2,June,8,2014
20140610,1,10,Tuesday,FY15,Jun 2014,June,20140600,6,Q2 2014,20140200,2,2014,Qtr 2,June,10,14,24,2014,Qtr 2,June,15,2014
20140617,1,17,Tuesday,FY15,Jun 2014,June,20140600,6,Q2 2014,20140200,2,2014,Qtr 2,June,17,14,25,2014,Qtr 2,June,22,2014
20140624,1,24,Tuesday,FY15,Jun 2014,June,20140600,6,Q2 2014,20140200,2,2014,Qtr 2,June,24,14,26,2014,Qtr 2,June,29,2014
20150303,1,3,Tuesday,FY15,Mar 2015,March,20150300,3,Q1 2015,20150100,1,2015,Qtr 1,March,3,15,10,2015,Qtr 1,March,8,2015
20150310,1,10,Tuesday,FY15,Mar 2015,March,20150300,3,Q1 2015,20150100,1,2015,Qtr 1,March,10,15,11,2015,Qtr 1,March,15,2015
20150317,1,17,Tuesday,FY15,Mar 2015,March,20150300,3,Q1 2015,20150100,1,2015,Qtr 1,March,17,15,12,2015,Qtr 1,March,22,2015
20150324,1,24,Tuesday,FY15,Mar 2015,March,20150300,3,Q1 2015,20150100,1,2015,Qtr 1,March,24,15,13,2015,Qtr 1,March,29,2015
20150331,1,31,Tuesday,FY15,Mar 2015,March,20150300,3,Q1 2015,20150100,1,2015,Qtr 1,March,31,15,14,2015,Qtr 2,April,5,2015
20140506,1,6,Tuesday,FY15,May 2014,May,20140500,5,Q2 2014,20140200,2,2014,Qtr 2,May,6,14,19,2014,Qtr 2,May,11,2014
20140513,1,13,Tuesday,FY15,May 2014,May,20140500,5,Q2 2014,20140200,2,2014,Qtr 2,May,13,14,20,2014,Qtr 2,May,18,2014
20140520,1,20,Tuesday,FY15,May 2014,May,20140500,5,Q2 2014,20140200,2,2014,Qtr 2,May,20,14,21,2014,Qtr 2,May,25,2014
20140527,1,27,Tuesday,FY15,May 2014,May,20140500,5,Q2 2014,20140200,2,2014,Qtr 2,May,27,14,22,2014,Qtr 2,June,1,2014
20141104,1,4,Tuesday,FY15,Nov 2014,November,20141100,11,Q4 2014,20140400,4,2014,Qtr 4,November,4,14,45,2014,Qtr 4,November,9,2014
20141111,1,11,Tuesday,FY15,Nov 2014,November,20141100,11,Q4 2014,20140400,4,2014,Qtr 4,November,11,14,46,2014,Qtr 4,November,16,2014
20141118,1,18,Tuesday,FY15,Nov 2014,November,20141100,11,Q4 2014,20140400,4,2014,Qtr 4,November,18,14,47,2014,Qtr 4,November,23,2014
20141125,1,25,Tuesday,FY15,Nov 2014,November,20141100,11,Q4 2014,20140400,4,2014,Qtr 4,November,25,14,48,2014,Qtr 4,November,30,2014
20141007,1,7,Tuesday,FY15,Oct 2014,October,20141000,10,Q4 2014,20140400,4,2014,Qtr 4,October,7,14,41,2014,Qtr 4,October,12,2014
20141014,1,14,Tuesday,FY15,Oct 2014,October,20141000,10,Q4 2014,20140400,4,2014,Qtr 4,October,14,14,42,2014,Qtr 4,October,19,2014
20141021,1,21,Tuesday,FY15,Oct 2014,October,20141000,10,Q4 2014,20140400,4,2014,Qtr 4,October,21,14,43,2014,Qtr 4,October,26,2014
20141028,1,28,Tuesday,FY15,Oct 2014,October,20141000,10,Q4 2014,20140400,4,2014,Qtr 4,October,28,14,44,2014,Qtr 4,November,2,2014
20140902,1,2,Tuesday,FY15,Sep 2014,September,20140900,9,Q3 2014,20140300,3,2014,Qtr 3,September,2,14,36,2014,Qtr 3,September,7,2014
20140909,1,9,Tuesday,FY15,Sep 2014,September,20140900,9,Q3 2014,20140300,3,2014,Qtr 3,September,9,14,37,2014,Qtr 3,September,14,2014
20140916,1,16,Tuesday,FY15,Sep 2014,September,20140900,9,Q3 2014,20140300,3,2014,Qtr 3,September,16,14,38,2014,Qtr 3,September,21,2014
20140923,1,23,Tuesday,FY15,Sep 2014,September,20140900,9,Q3 2014,20140300,3,2014,Qtr 3,September,23,14,39,2014,Qtr 3,September,28,2014
20140930,1,30,Tuesday,FY15,Sep 2014,September,20140900,9,Q3 2014,20140300,3,2014,Qtr 3,September,30,14,40,2014,Qtr 4,October,5,2014
20150407,1,7,Tuesday,FY16,Apr 2015,April,20150400,4,Q2 2015,20150200,2,2015,Qtr 2,April,7,15,15,2015,Qtr 2,April,12,2015
20150414,1,14,Tuesday,FY16,Apr 2015,April,20150400,4,Q2 2015,20150200,2,2015,Qtr 2,April,14,15,16,2015,Qtr 2,April,19,2015
20150421,1,21,Tuesday,FY16,Apr 2015,April,20150400,4,Q2 2015,20150200,2,2015,Qtr 2,April,21,15,17,2015,Qtr 2,April,26,2015
20150428,1,28,Tuesday,FY16,Apr 2015,April,20150400,4,Q2 2015,20150200,2,2015,Qtr 2,April,28,15,18,2015,Qtr 2,May,3,2015
20150804,1,4,Tuesday,FY16,Aug 2015,August,20150800,8,Q3 2015,20150300,3,2015,Qtr 3,August,4,15,32,2015,Qtr 3,August,9,2015
20150811,1,11,Tuesday,FY16,Aug 2015,August,20150800,8,Q3 2015,20150300,3,2015,Qtr 3,August,11,15,33,2015,Qtr 3,August,16,2015
20150818,1,18,Tuesday,FY16,Aug 2015,August,20150800,8,Q3 2015,20150300,3,2015,Qtr 3,August,18,15,34,2015,Qtr 3,August,23,2015
20150825,1,25,Tuesday,FY16,Aug 2015,August,20150800,8,Q3 2015,20150300,3,2015,Qtr 3,August,25,15,35,2015,Qtr 3,August,30,2015
20151201,1,1,Tuesday,FY16,Dec 2015,December,20151200,12,Q4 2015,20150400,4,2015,Qtr 4,December,1,15,49,2015,Qtr 4,December,6,2015
20151208,1,8,Tuesday,FY16,Dec 2015,December,20151200,12,Q4 2015,20150400,4,2015,Qtr 4,December,8,15,50,2015,Qtr 4,December,13,2015
20151215,1,15,Tuesday,FY16,Dec 2015,December,20151200,12,Q4 2015,20150400,4,2015,Qtr 4,December,15,15,51,2015,Qtr 4,December,20,2015
20151222,1,22,Tuesday,FY16,Dec 2015,December,20151200,12,Q4 2015,20150400,4,2015,Qtr 4,December,22,15,52,2015,Qtr 4,December,27,2015
20151229,1,29,Tuesday,FY16,Dec 2015,December,20151200,12,Q4 2015,20150400,4,2015,Qtr 4,December,29,15,53,2016,Qtr 1,January,3,2015
20160202,1,2,Tuesday,FY16,Feb 2016,February,20160200,2,Q1 2016,20160100,1,2016,Qtr 1,February,2,16,6,2016,Qtr 1,February,7,2016
20160209,1,9,Tuesday,FY16,Feb 2016,February,20160200,2,Q1 2016,20160100,1,2016,Qtr 1,February,9,16,7,2016,Qtr 1,February,14,2016
20160216,1,16,Tuesday,FY16,Feb 2016,February,20160200,2,Q1 2016,20160100,1,2016,Qtr 1,February,16,16,8,2016,Qtr 1,February,21,2016
20160223,1,23,Tuesday,FY16,Feb 2016,February,20160200,2,Q1 2016,20160100,1,2016,Qtr 1,February,23,16,9,2016,Qtr 1,February,28,2016
20160105,1,5,Tuesday,FY16,Jan 2016,January,20160100,1,Q1 2016,20160100,1,2016,Qtr 1,January,5,16,2,2016,Qtr 1,January,10,2016
20160112,1,12,Tuesday,FY16,Jan 2016,January,20160100,1,Q1 2016,20160100,1,2016,Qtr 1,January,12,16,3,2016,Qtr 1,January,17,2016
20160119,1,19,Tuesday,FY16,Jan 2016,January,20160100,1,Q1 2016,20160100,1,2016,Qtr 1,January,19,16,4,2016,Qtr 1,January,24,2016
20160126,1,26,Tuesday,FY16,Jan 2016,January,20160100,1,Q1 2016,20160100,1,2016,Qtr 1,January,26,16,5,2016,Qtr 1,January,31,2016
20150707,1,7,Tuesday,FY16,Jul 2015,July,20150700,7,Q3 2015,20150300,3,2015,Qtr 3,July,7,15,28,2015,Qtr 3,July,12,2015
20150714,1,14,Tuesday,FY16,Jul 2015,July,20150700,7,Q3 2015,20150300,3,2015,Qtr 3,July,14,15,29,2015,Qtr 3,July,19,2015
20150721,1,21,Tuesday,FY16,Jul 2015,July,20150700,7,Q3 2015,20150300,3,2015,Qtr 3,July,21,15,30,2015,Qtr 3,July,26,2015
20150728,1,28,Tuesday,FY16,Jul 2015,July,20150700,7,Q3 2015,20150300,3,2015,Qtr 3,July,28,15,31,2015,Qtr 3,August,2,2015
20150602,1,2,Tuesday,FY16,Jun 2015,June,20150600,6,Q2 2015,20150200,2,2015,Qtr 2,June,2,15,23,2015,Qtr 2,June,7,2015
20150609,1,9,Tuesday,FY16,Jun 2015,June,20150600,6,Q2 2015,20150200,2,2015,Qtr 2,June,9,15,24,2015,Qtr 2,June,14,2015
20150616,1,16,Tuesday,FY16,Jun 2015,June,20150600,6,Q2 2015,20150200,2,2015,Qtr 2,June,16,15,25,2015,Qtr 2,June,21,2015
20150623,1,23,Tuesday,FY16,Jun 2015,June,20150600,6,Q2 2015,20150200,2,2015,Qtr 2,June,23,15,26,2015,Qtr 2,June,28,2015
20150630,1,30,Tuesday,FY16,Jun 2015,June,20150600,6,Q2 2015,20150200,2,2015,Qtr 2,June,30,15,27,2015,Qtr 3,July,5,2015
20160301,1,1,Tuesday,FY16,Mar 2016,March,20160300,3,Q1 2016,20160100,1,2016,Qtr 1,March,1,16,10,2016,Qtr 1,March,6,2016
20160308,1,8,Tuesday,FY16,Mar 2016,March,20160300,3,Q1 2016,20160100,1,2016,Qtr 1,March,8,16,11,2016,Qtr 1,March,13,2016
20160315,1,15,Tuesday,FY16,Mar 2016,March,20160300,3,Q1 2016,20160100,1,2016,Qtr 1,March,15,16,12,2016,Qtr 1,March,20,2016
20160322,1,22,Tuesday,FY16,Mar 2016,March,20160300,3,Q1 2016,20160100,1,2016,Qtr 1,March,22,16,13,2016,Qtr 1,March,27,2016
20160329,1,29,Tuesday,FY16,Mar 2016,March,20160300,3,Q1 2016,20160100,1,2016,Qtr 1,March,29,16,14,2016,Qtr 2,April,3,2016
20150505,1,5,Tuesday,FY16,May 2015,May,20150500,5,Q2 2015,20150200,2,2015,Qtr 2,May,5,15,19,2015,Qtr 2,May,10,2015
20150512,1,12,Tuesday,FY16,May 2015,May,20150500,5,Q2 2015,20150200,2,2015,Qtr 2,May,12,15,20,2015,Qtr 2,May,17,2015
20150519,1,19,Tuesday,FY16,May 2015,May,20150500,5,Q2 2015,20150200,2,2015,Qtr 2,May,19,15,21,2015,Qtr 2,May,24,2015
20150526,1,26,Tuesday,FY16,May 2015,May,20150500,5,Q2 2015,20150200,2,2015,Qtr 2,May,26,15,22,2015,Qtr 2,May,31,2015
20151103,1,3,Tuesday,FY16,Nov 2015,November,20151100,11,Q4 2015,20150400,4,2015,Qtr 4,November,3,15,45,2015,Qtr 4,November,8,2015
20151110,1,10,Tuesday,FY16,Nov 2015,November,20151100,11,Q4 2015,20150400,4,2015,Qtr 4,November,10,15,46,2015,Qtr 4,November,15,2015
20151117,1,17,Tuesday,FY16,Nov 2015,November,20151100,11,Q4 2015,20150400,4,2015,Qtr 4,November,17,15,47,2015,Qtr 4,November,22,2015
20151124,1,24,Tuesday,FY16,Nov 2015,November,20151100,11,Q4 2015,20150400,4,2015,Qtr 4,November,24,15,48,2015,Qtr 4,November,29,2015
20151006,1,6,Tuesday,FY16,Oct 2015,October,20151000,10,Q4 2015,20150400,4,2015,Qtr 4,October,6,15,41,2015,Qtr 4,October,11,2015
20151013,1,13,Tuesday,FY16,Oct 2015,October,20151000,10,Q4 2015,20150400,4,2015,Qtr 4,October,13,15,42,2015,Qtr 4,October,18,2015
20151020,1,20,Tuesday,FY16,Oct 2015,October,20151000,10,Q4 2015,20150400,4,2015,Qtr 4,October,20,15,43,2015,Qtr 4,October,25,2015
20151027,1,27,Tuesday,FY16,Oct 2015,October,20151000,10,Q4 2015,20150400,4,2015,Qtr 4,October,27,15,44,2015,Qtr 4,November,1,2015
20150901,1,1,Tuesday,FY16,Sep 2015,September,20150900,9,Q3 2015,20150300,3,2015,Qtr 3,September,1,15,36,2015,Qtr 3,September,6,2015
20150908,1,8,Tuesday,FY16,Sep 2015,September,20150900,9,Q3 2015,20150300,3,2015,Qtr 3,September,8,15,37,2015,Qtr 3,September,13,2015
20150915,1,15,Tuesday,FY16,Sep 2015,September,20150900,9,Q3 2015,20150300,3,2015,Qtr 3,September,15,15,38,2015,Qtr 3,September,20,2015
20150922,1,22,Tuesday,FY16,Sep 2015,September,20150900,9,Q3 2015,20150300,3,2015,Qtr 3,September,22,15,39,2015,Qtr 3,September,27,2015
20150929,1,29,Tuesday,FY16,Sep 2015,September,20150900,9,Q3 2015,20150300,3,2015,Qtr 3,September,29,15,40,2015,Qtr 4,October,4,2015
20160405,1,5,Tuesday,FY17,Apr 2016,April,20160400,4,Q2 2016,20160200,2,2016,Qtr 2,April,5,16,15,2016,Qtr 2,April,10,2016
20160412,1,12,Tuesday,FY17,Apr 2016,April,20160400,4,Q2 2016,20160200,2,2016,Qtr 2,April,12,16,16,2016,Qtr 2,April,17,2016
20160419,1,19,Tuesday,FY17,Apr 2016,April,20160400,4,Q2 2016,20160200,2,2016,Qtr 2,April,19,16,17,2016,Qtr 2,April,24,2016
20160426,1,26,Tuesday,FY17,Apr 2016,April,20160400,4,Q2 2016,20160200,2,2016,Qtr 2,April,26,16,18,2016,Qtr 2,May,1,2016
